student_id,technical_skills,soft_skills,project_titles
7361,"C++, Excel, Python","Time Management, Problem Solving, Leadership","Chatbot, Inventory System, ETL Tool"
7362,"Python, Excel, SQL","Communication, Problem Solving, Teamwork","Inventory System, ETL Tool, Analytics Dashboard"
7363,"Docker, SQL, Pandas","Problem Solving, Adaptability, Leadership","Placement Portal, Chatbot, Data Pipeline"
7364,"Python, SQL, JavaScript","Communication, Leadership, Time Management","Automation Bot, Chatbot, Inventory System"
7365,"DSA, AWS, Docker","Problem Solving, Communication, Time Management","Inventory System, ETL Tool, Chatbot"
7366,"React, C++, Docker","Problem Solving, Time Management, Leadership","Data Pipeline, Chatbot, Recommendation Engine"
7367,"SQL, Excel, C++","Communication, Time Management, Problem Solving","Chatbot, Analytics Dashboard, ETL Tool"
7368,"Docker, Excel, Python","Teamwork, Communication, Problem Solving","Chatbot, Student CRM, Placement Portal"
7369,"Excel, React, Docker","Adaptability, Time Management, Communication","Chatbot, ETL Tool, Placement Portal"
7370,"Docker, Java, C++","Communication, Problem Solving, Time Management","ETL Tool, Chatbot, Automation Bot"
7371,"Java, React, Excel","Problem Solving, Adaptability, Communication","Placement Portal, Inventory System, Data Pipeline"
7372,"JavaScript, Excel, Python","Time Management, Teamwork, Leadership","Analytics Dashboard, Recommendation Engine, Data Pipeline"
7373,"Excel, Python, React","Leadership, Adaptability, Teamwork","Chatbot, Recommendation Engine, Placement Portal"
7374,"AWS, SQL, JavaScript","Problem Solving, Leadership, Teamwork","ETL Tool, Student CRM, Chatbot"
7375,"Node.js, Excel, JavaScript","Adaptability, Teamwork, Leadership","Data Pipeline, Analytics Dashboard, Student CRM"
7376,"AWS, C++, Java","Teamwork, Leadership, Adaptability","ETL Tool, Recommendation Engine, Data Pipeline"
7377,"Excel, React, SQL","Time Management, Leadership, Problem Solving","Recommendation Engine, ETL Tool, Student CRM"
7378,"AWS, Pandas, SQL","Leadership, Problem Solving, Teamwork","Student CRM, Recommendation Engine, Placement Portal"
7379,"Node.js, Java, Pandas","Communication, Teamwork, Leadership","Data Pipeline, ETL Tool, Inventory System"
7380,"Node.js, Excel, JavaScript","Communication, Adaptability, Leadership","Analytics Dashboard, Placement Portal, ETL Tool"
7381,"Java, C++, AWS","Problem Solving, Adaptability, Communication","Data Pipeline, Automation Bot, Analytics Dashboard"
7382,"Excel, Node.js, Python","Communication, Time Management, Leadership","Student CRM, ETL Tool, Placement Portal"
7383,"DSA, Excel, Pandas","Teamwork, Adaptability, Problem Solving","Recommendation Engine, Analytics Dashboard, Placement Portal"
7384,"Pandas, Excel, DSA","Problem Solving, Communication, Leadership","Recommendation Engine, Student CRM, Data Pipeline"
7385,"DSA, Node.js, Pandas","Problem Solving, Teamwork, Leadership","Student CRM, Chatbot, Analytics Dashboard"
7386,"DSA, React, Docker","Leadership, Adaptability, Time Management","Analytics Dashboard, Chatbot, ETL Tool"
7387,"Excel, Pandas, React","Teamwork, Communication, Leadership","Analytics Dashboard, Chatbot, ETL Tool"
7388,"Pandas, Docker, AWS","Communication, Teamwork, Time Management","Automation Bot, Placement Portal, Analytics Dashboard"
7389,"Java, React, SQL","Teamwork, Problem Solving, Time Management","Recommendation Engine, Placement Portal, Inventory System"
7390,"Node.js, JavaScript, C++","Teamwork, Adaptability, Time Management","Analytics Dashboard, Chatbot, Attendance Tracker"
7391,"DSA, SQL, React","Teamwork, Communication, Problem Solving","Inventory System, Recommendation Engine, Placement Portal"
7392,"SQL, Java, Excel","Adaptability, Communication, Problem Solving","ETL Tool, Recommendation Engine, Automation Bot"
7393,"AWS, JavaScript, C++","Communication, Adaptability, Leadership","Chatbot, Analytics Dashboard, Recommendation Engine"
7394,"C++, Pandas, Docker","Time Management, Leadership, Adaptability","Placement Portal, Automation Bot, Attendance Tracker"
7395,"AWS, Excel, Java","Leadership, Communication, Adaptability","Automation Bot, Attendance Tracker, Chatbot"
7396,"React, Pandas, DSA","Teamwork, Leadership, Adaptability","Student CRM, Automation Bot, Placement Portal"
7397,"C++, DSA, React","Teamwork, Communication, Time Management","Placement Portal, Recommendation Engine, Chatbot"
7398,"DSA, Node.js, AWS","Leadership, Time Management, Communication","Placement Portal, Inventory System, Attendance Tracker"
7399,"JavaScript, C++, DSA","Time Management, Communication, Adaptability","Placement Portal, Data Pipeline, Automation Bot"
7400,"Java, Pandas, Python","Problem Solving, Leadership, Adaptability","Automation Bot, Student CRM, Analytics Dashboard"
7401,"JavaScript, C++, Excel","Time Management, Adaptability, Problem Solving","Recommendation Engine, Chatbot, Automation Bot"
7402,"Docker, C++, AWS","Time Management, Problem Solving, Teamwork","Attendance Tracker, Chatbot, ETL Tool"
7403,"DSA, JavaScript, C++","Communication, Leadership, Teamwork","Analytics Dashboard, Data Pipeline, Attendance Tracker"
7404,"C++, Python, DSA","Problem Solving, Communication, Teamwork","Student CRM, Inventory System, Data Pipeline"
7405,"DSA, Pandas, SQL","Adaptability, Leadership, Problem Solving","ETL Tool, Recommendation Engine, Analytics Dashboard"
7406,"SQL, JavaScript, React","Teamwork, Time Management, Leadership","Chatbot, Automation Bot, Inventory System"
7407,"Python, C++, Node.js","Leadership, Teamwork, Time Management","Chatbot, Analytics Dashboard, Recommendation Engine"
7408,"Python, Java, AWS","Communication, Adaptability, Time Management","Analytics Dashboard, Placement Portal, ETL Tool"
7409,"C++, Docker, React","Adaptability, Communication, Problem Solving","Attendance Tracker, Analytics Dashboard, Student CRM"
7410,"Docker, Pandas, DSA","Teamwork, Leadership, Adaptability","Student CRM, Automation Bot, Data Pipeline"
7411,"React, Python, Docker","Leadership, Problem Solving, Time Management","Attendance Tracker, Recommendation Engine, Automation Bot"
7412,"Pandas, Python, Java","Time Management, Problem Solving, Teamwork","Chatbot, Analytics Dashboard, Placement Portal"
7413,"Python, AWS, JavaScript","Leadership, Time Management, Teamwork","Automation Bot, Chatbot, Attendance Tracker"
7414,"Node.js, Pandas, Python","Teamwork, Communication, Adaptability","Recommendation Engine, Analytics Dashboard, ETL Tool"
7415,"JavaScript, SQL, React","Teamwork, Problem Solving, Leadership","Automation Bot, Inventory System, Attendance Tracker"
7416,"Excel, SQL, AWS","Time Management, Communication, Adaptability","Placement Portal, Attendance Tracker, Automation Bot"
7417,"JavaScript, AWS, Node.js","Problem Solving, Teamwork, Time Management","Attendance Tracker, Analytics Dashboard, Automation Bot"
7418,"DSA, C++, Docker","Teamwork, Adaptability, Problem Solving","Analytics Dashboard, Data Pipeline, Inventory System"
7419,"DSA, SQL, Docker","Time Management, Adaptability, Communication","Automation Bot, Recommendation Engine, Data Pipeline"
7420,"SQL, DSA, C++","Problem Solving, Time Management, Adaptability","Analytics Dashboard, ETL Tool, Data Pipeline"
7421,"DSA, JavaScript, C++","Leadership, Teamwork, Problem Solving","ETL Tool, Automation Bot, Placement Portal"
7422,"DSA, React, JavaScript","Adaptability, Problem Solving, Communication","Analytics Dashboard, Chatbot, Inventory System"
7423,"Docker, Python, AWS","Problem Solving, Adaptability, Communication","ETL Tool, Automation Bot, Student CRM"
7424,"Node.js, C++, AWS","Time Management, Communication, Adaptability","Inventory System, Student CRM, Placement Portal"
7425,"Node.js, Python, React","Teamwork, Communication, Problem Solving","Inventory System, Recommendation Engine, Chatbot"
7426,"Node.js, JavaScript, C++","Communication, Leadership, Problem Solving","Data Pipeline, Attendance Tracker, Analytics Dashboard"
7427,"Pandas, Docker, SQL","Teamwork, Leadership, Adaptability","Analytics Dashboard, Chatbot, Data Pipeline"
7428,"SQL, Pandas, JavaScript","Teamwork, Adaptability, Time Management","Automation Bot, Recommendation Engine, Attendance Tracker"
7429,"AWS, JavaScript, SQL","Communication, Problem Solving, Teamwork","Data Pipeline, Student CRM, Analytics Dashboard"
7430,"SQL, DSA, Excel","Problem Solving, Leadership, Adaptability","Attendance Tracker, Analytics Dashboard, Student CRM"
7431,"Node.js, DSA, AWS","Problem Solving, Teamwork, Adaptability","ETL Tool, Attendance Tracker, Chatbot"
7432,"Excel, AWS, React","Leadership, Time Management, Problem Solving","Attendance Tracker, Automation Bot, Analytics Dashboard"
7433,"Docker, SQL, Python","Problem Solving, Time Management, Leadership","Chatbot, Analytics Dashboard, Recommendation Engine"
7434,"React, C++, Java","Leadership, Communication, Adaptability","Student CRM, Data Pipeline, Placement Portal"
7435,"JavaScript, DSA, Python","Problem Solving, Leadership, Adaptability","Analytics Dashboard, Chatbot, Student CRM"
7436,"AWS, Excel, SQL","Leadership, Adaptability, Time Management","ETL Tool, Analytics Dashboard, Student CRM"
7437,"AWS, Excel, C++","Communication, Problem Solving, Teamwork","Automation Bot, Student CRM, Analytics Dashboard"
7438,"Excel, React, Node.js","Adaptability, Leadership, Time Management","Analytics Dashboard, Recommendation Engine, Chatbot"
7439,"Pandas, React, Excel","Communication, Problem Solving, Teamwork","Attendance Tracker, Placement Portal, Automation Bot"
7440,"Python, Excel, Java","Time Management, Problem Solving, Adaptability","Recommendation Engine, Inventory System, Automation Bot"
7441,"SQL, C++, Pandas","Teamwork, Time Management, Adaptability","Placement Portal, Automation Bot, Chatbot"
7442,"Excel, Java, Python","Communication, Teamwork, Adaptability","Placement Portal, Recommendation Engine, Student CRM"
7443,"React, Excel, AWS","Leadership, Time Management, Problem Solving","Chatbot, Inventory System, Data Pipeline"
7444,"Pandas, JavaScript, Java","Leadership, Adaptability, Time Management","Data Pipeline, Attendance Tracker, Analytics Dashboard"
7445,"DSA, Pandas, SQL","Time Management, Teamwork, Problem Solving","Inventory System, Automation Bot, Student CRM"
7446,"SQL, AWS, JavaScript","Communication, Adaptability, Teamwork","Analytics Dashboard, Automation Bot, Data Pipeline"
7447,"DSA, AWS, Docker","Teamwork, Time Management, Adaptability","Automation Bot, Chatbot, Student CRM"
7448,"Java, C++, AWS","Communication, Leadership, Problem Solving","ETL Tool, Placement Portal, Inventory System"
7449,"Excel, Pandas, AWS","Teamwork, Leadership, Time Management","Data Pipeline, Placement Portal, Student CRM"
7450,"Excel, Docker, C++","Adaptability, Time Management, Teamwork","Chatbot, Data Pipeline, Inventory System"
7451,"Pandas, Java, DSA","Adaptability, Problem Solving, Teamwork","Analytics Dashboard, Automation Bot, Placement Portal"
7452,"JavaScript, C++, Python","Teamwork, Adaptability, Communication","Recommendation Engine, ETL Tool, Chatbot"
7453,"DSA, JavaScript, React","Teamwork, Time Management, Communication","Automation Bot, ETL Tool, Inventory System"
7454,"Python, Java, Excel","Adaptability, Problem Solving, Leadership","Attendance Tracker, ETL Tool, Inventory System"
7455,"Pandas, Node.js, Python","Problem Solving, Teamwork, Communication","Inventory System, Attendance Tracker, Placement Portal"
7456,"SQL, Python, React","Leadership, Time Management, Problem Solving","Student CRM, Data Pipeline, Analytics Dashboard"
7457,"JavaScript, AWS, Python","Problem Solving, Time Management, Communication","Student CRM, Placement Portal, Data Pipeline"
7458,"AWS, Python, Java","Adaptability, Communication, Time Management","Inventory System, Automation Bot, Student CRM"
7459,"Excel, Java, Python","Time Management, Leadership, Communication","Recommendation Engine, ETL Tool, Attendance Tracker"
7460,"React, C++, Python","Time Management, Leadership, Communication","ETL Tool, Student CRM, Automation Bot"
7461,"DSA, AWS, Node.js","Communication, Leadership, Problem Solving","Automation Bot, ETL Tool, Attendance Tracker"
7462,"React, Java, JavaScript","Problem Solving, Adaptability, Communication","Automation Bot, Recommendation Engine, Student CRM"
7463,"Pandas, React, Python","Time Management, Problem Solving, Adaptability","Automation Bot, Analytics Dashboard, Data Pipeline"
7464,"React, Python, AWS","Teamwork, Communication, Time Management","ETL Tool, Chatbot, Placement Portal"
7465,"Python, Pandas, Node.js","Time Management, Communication, Adaptability","Recommendation Engine, Attendance Tracker, Student CRM"
7466,"Node.js, SQL, Excel","Leadership, Communication, Problem Solving","Chatbot, Recommendation Engine, Attendance Tracker"
7467,"React, Docker, Python","Problem Solving, Leadership, Time Management","Inventory System, Automation Bot, ETL Tool"
7468,"SQL, React, Python","Teamwork, Time Management, Problem Solving","Analytics Dashboard, Attendance Tracker, Automation Bot"
7469,"Pandas, SQL, Excel","Teamwork, Leadership, Communication","Inventory System, Automation Bot, Analytics Dashboard"
7470,"Python, DSA, React","Problem Solving, Time Management, Leadership","Data Pipeline, Automation Bot, Chatbot"
7471,"Docker, Python, JavaScript","Problem Solving, Adaptability, Time Management","Attendance Tracker, Data Pipeline, Inventory System"
7472,"Pandas, Excel, Java","Leadership, Teamwork, Communication","Analytics Dashboard, Placement Portal, Chatbot"
7473,"Pandas, JavaScript, AWS","Time Management, Communication, Teamwork","Automation Bot, Analytics Dashboard, Student CRM"
7474,"Docker, DSA, C++","Adaptability, Problem Solving, Time Management","Student CRM, Inventory System, Analytics Dashboard"
7475,"Docker, SQL, Python","Leadership, Teamwork, Communication","Placement Portal, ETL Tool, Recommendation Engine"
7476,"SQL, AWS, Node.js","Time Management, Adaptability, Leadership","ETL Tool, Student CRM, Recommendation Engine"
7477,"SQL, JavaScript, Java","Leadership, Problem Solving, Time Management","Attendance Tracker, Automation Bot, Analytics Dashboard"
7478,"Python, Java, SQL","Adaptability, Communication, Leadership","Chatbot, Recommendation Engine, Student CRM"
7479,"Node.js, Python, Java","Teamwork, Leadership, Time Management","Attendance Tracker, Recommendation Engine, Data Pipeline"
7480,"C++, Excel, JavaScript","Problem Solving, Time Management, Teamwork","Automation Bot, ETL Tool, Data Pipeline"
7481,"AWS, JavaScript, React","Adaptability, Leadership, Time Management","Student CRM, Attendance Tracker, Chatbot"
7482,"Excel, Pandas, C++","Adaptability, Teamwork, Time Management","Automation Bot, Recommendation Engine, Placement Portal"
7483,"Docker, Node.js, Java","Problem Solving, Teamwork, Adaptability","Attendance Tracker, Chatbot, Data Pipeline"
7484,"Python, React, SQL","Adaptability, Communication, Problem Solving","Analytics Dashboard, ETL Tool, Automation Bot"
7485,"AWS, C++, SQL","Teamwork, Adaptability, Communication","Automation Bot, ETL Tool, Placement Portal"
7486,"Python, Java, Node.js","Adaptability, Teamwork, Time Management","Recommendation Engine, Chatbot, Inventory System"
7487,"Python, Excel, SQL","Time Management, Problem Solving, Teamwork","ETL Tool, Automation Bot, Student CRM"
7488,"C++, React, Python","Adaptability, Communication, Problem Solving","Student CRM, Analytics Dashboard, Inventory System"
7489,"Node.js, Python, React","Problem Solving, Leadership, Communication","Recommendation Engine, ETL Tool, Student CRM"
7490,"Node.js, Java, AWS","Communication, Adaptability, Teamwork","Recommendation Engine, Automation Bot, Placement Portal"
7491,"Pandas, Docker, C++","Problem Solving, Time Management, Communication","Placement Portal, ETL Tool, Recommendation Engine"
7492,"React, Java, Node.js","Teamwork, Time Management, Problem Solving","Chatbot, Automation Bot, Attendance Tracker"
7493,"Docker, DSA, React","Problem Solving, Communication, Teamwork","Data Pipeline, Chatbot, Placement Portal"
7494,"AWS, DSA, Excel","Teamwork, Adaptability, Communication","Recommendation Engine, Data Pipeline, Student CRM"
7495,"Node.js, AWS, Pandas","Adaptability, Communication, Time Management","Attendance Tracker, Student CRM, Automation Bot"
7496,"SQL, Node.js, React","Problem Solving, Teamwork, Time Management","Attendance Tracker, Recommendation Engine, ETL Tool"
7497,"DSA, Java, Pandas","Adaptability, Problem Solving, Time Management","Student CRM, ETL Tool, Inventory System"
7498,"JavaScript, C++, Python","Teamwork, Adaptability, Time Management","Placement Portal, Chatbot, Analytics Dashboard"
7499,"Docker, C++, AWS","Problem Solving, Teamwork, Time Management","Analytics Dashboard, Inventory System, Attendance Tracker"
7500,"C++, AWS, Pandas","Time Management, Adaptability, Problem Solving","Inventory System, Automation Bot, Placement Portal"
7501,"AWS, Excel, C++","Adaptability, Leadership, Problem Solving","Student CRM, Data Pipeline, Recommendation Engine"
7502,"JavaScript, SQL, Pandas","Adaptability, Problem Solving, Time Management","Inventory System, Automation Bot, ETL Tool"
7503,"React, Python, DSA","Teamwork, Problem Solving, Adaptability","Data Pipeline, Chatbot, Inventory System"
7504,"Docker, React, SQL","Leadership, Time Management, Adaptability","Inventory System, Chatbot, Attendance Tracker"
7505,"JavaScript, Pandas, Docker","Teamwork, Leadership, Adaptability","ETL Tool, Data Pipeline, Automation Bot"
7506,"C++, DSA, React","Adaptability, Teamwork, Problem Solving","ETL Tool, Automation Bot, Placement Portal"
7507,"React, Pandas, Python","Communication, Teamwork, Time Management","Inventory System, Analytics Dashboard, Automation Bot"
7508,"SQL, Java, DSA","Communication, Teamwork, Adaptability","Student CRM, Chatbot, Attendance Tracker"
7509,"SQL, JavaScript, Node.js","Communication, Adaptability, Problem Solving","Student CRM, Data Pipeline, Chatbot"
7510,"Docker, JavaScript, DSA","Teamwork, Leadership, Adaptability","Attendance Tracker, Placement Portal, Chatbot"
7511,"Excel, Node.js, React","Communication, Adaptability, Problem Solving","ETL Tool, Data Pipeline, Student CRM"
7512,"DSA, Docker, Node.js","Adaptability, Leadership, Time Management","Placement Portal, Attendance Tracker, Inventory System"
7513,"AWS, JavaScript, Pandas","Adaptability, Leadership, Communication","Student CRM, Automation Bot, Attendance Tracker"
7514,"SQL, Node.js, React","Leadership, Time Management, Problem Solving","Chatbot, Student CRM, ETL Tool"
7515,"JavaScript, Python, Pandas","Time Management, Problem Solving, Teamwork","ETL Tool, Recommendation Engine, Analytics Dashboard"
7516,"Pandas, SQL, React","Teamwork, Communication, Problem Solving","Data Pipeline, Inventory System, Recommendation Engine"
7517,"React, SQL, Docker","Problem Solving, Time Management, Leadership","Data Pipeline, Analytics Dashboard, Automation Bot"
7518,"Node.js, Python, C++","Time Management, Teamwork, Problem Solving","Chatbot, Data Pipeline, Inventory System"
7519,"Python, Excel, DSA","Leadership, Communication, Time Management","Inventory System, Automation Bot, Analytics Dashboard"
7520,"React, Java, DSA","Communication, Teamwork, Adaptability","Recommendation Engine, Placement Portal, Data Pipeline"
7521,"DSA, Pandas, SQL","Leadership, Problem Solving, Time Management","Data Pipeline, Recommendation Engine, Analytics Dashboard"
7522,"Excel, Java, JavaScript","Problem Solving, Teamwork, Time Management","Automation Bot, ETL Tool, Student CRM"
7523,"AWS, Node.js, Python","Time Management, Teamwork, Communication","Inventory System, Data Pipeline, ETL Tool"
7524,"Pandas, SQL, Python","Problem Solving, Teamwork, Adaptability","Placement Portal, Attendance Tracker, Student CRM"
7525,"JavaScript, Excel, Node.js","Leadership, Problem Solving, Teamwork","Attendance Tracker, Chatbot, Data Pipeline"
7526,"React, JavaScript, Pandas","Problem Solving, Leadership, Teamwork","Chatbot, ETL Tool, Student CRM"
7527,"React, Node.js, Docker","Problem Solving, Communication, Teamwork","Attendance Tracker, ETL Tool, Placement Portal"
7528,"JavaScript, Docker, SQL","Problem Solving, Teamwork, Time Management","Chatbot, Recommendation Engine, Data Pipeline"
7529,"C++, AWS, Pandas","Adaptability, Leadership, Teamwork","ETL Tool, Data Pipeline, Placement Portal"
7530,"JavaScript, SQL, Excel","Problem Solving, Adaptability, Teamwork","Recommendation Engine, ETL Tool, Data Pipeline"
7531,"React, DSA, Node.js","Problem Solving, Leadership, Teamwork","ETL Tool, Inventory System, Placement Portal"
7532,"JavaScript, Excel, Java","Communication, Leadership, Adaptability","Recommendation Engine, Attendance Tracker, Analytics Dashboard"
7533,"Excel, JavaScript, C++","Communication, Time Management, Teamwork","ETL Tool, Chatbot, Recommendation Engine"
7534,"Node.js, DSA, Pandas","Communication, Teamwork, Time Management","Student CRM, Placement Portal, Inventory System"
7535,"Pandas, AWS, Docker","Leadership, Communication, Time Management","Placement Portal, Automation Bot, ETL Tool"
7536,"Excel, Pandas, React","Time Management, Adaptability, Leadership","Automation Bot, Chatbot, Placement Portal"
7537,"AWS, DSA, JavaScript","Adaptability, Problem Solving, Time Management","Analytics Dashboard, Automation Bot, Data Pipeline"
7538,"AWS, SQL, JavaScript","Communication, Teamwork, Problem Solving","Data Pipeline, Attendance Tracker, Inventory System"
7539,"React, DSA, C++","Adaptability, Time Management, Problem Solving","Recommendation Engine, Chatbot, Placement Portal"
7540,"C++, React, Pandas","Leadership, Problem Solving, Communication","Chatbot, Analytics Dashboard, Inventory System"
7541,"C++, Node.js, SQL","Teamwork, Leadership, Adaptability","Placement Portal, Student CRM, Inventory System"
7542,"Pandas, React, Python","Communication, Teamwork, Problem Solving","Inventory System, Chatbot, Student CRM"
7543,"C++, Docker, React","Leadership, Teamwork, Adaptability","Data Pipeline, Analytics Dashboard, Placement Portal"
7544,"Excel, Pandas, AWS","Communication, Adaptability, Teamwork","Automation Bot, Student CRM, Attendance Tracker"
7545,"AWS, JavaScript, Java","Communication, Time Management, Adaptability","Automation Bot, Recommendation Engine, Student CRM"
7546,"Python, AWS, Docker","Communication, Leadership, Adaptability","Attendance Tracker, Chatbot, Analytics Dashboard"
7547,"React, Node.js, DSA","Problem Solving, Adaptability, Leadership","Student CRM, Automation Bot, Recommendation Engine"
7548,"SQL, C++, React","Communication, Leadership, Problem Solving","Recommendation Engine, Data Pipeline, ETL Tool"
7549,"Excel, SQL, React","Adaptability, Problem Solving, Teamwork","ETL Tool, Inventory System, Placement Portal"
7550,"AWS, Excel, C++","Time Management, Problem Solving, Leadership","Analytics Dashboard, ETL Tool, Student CRM"
7551,"Node.js, SQL, Docker","Teamwork, Time Management, Leadership","Inventory System, Automation Bot, Attendance Tracker"
7552,"Excel, C++, Java","Leadership, Communication, Teamwork","Chatbot, ETL Tool, Student CRM"
7553,"Excel, SQL, Node.js","Communication, Problem Solving, Adaptability","Chatbot, Inventory System, Data Pipeline"
7554,"Node.js, Docker, Excel","Problem Solving, Time Management, Communication","Chatbot, Recommendation Engine, ETL Tool"
7555,"AWS, Node.js, JavaScript","Problem Solving, Adaptability, Communication","Recommendation Engine, Data Pipeline, Chatbot"
7556,"Excel, SQL, Node.js","Time Management, Communication, Adaptability","ETL Tool, Chatbot, Inventory System"
7557,"React, Excel, SQL","Time Management, Leadership, Adaptability","Inventory System, Recommendation Engine, Attendance Tracker"
7558,"AWS, Docker, Excel","Leadership, Adaptability, Problem Solving","Analytics Dashboard, Inventory System, Data Pipeline"
7559,"AWS, JavaScript, Pandas","Leadership, Adaptability, Time Management","Data Pipeline, Placement Portal, Chatbot"
7560,"Docker, AWS, JavaScript","Adaptability, Teamwork, Time Management","Analytics Dashboard, Placement Portal, Automation Bot"
7561,"JavaScript, Pandas, Excel","Communication, Teamwork, Problem Solving","Analytics Dashboard, ETL Tool, Inventory System"
7562,"Node.js, JavaScript, Pandas","Communication, Adaptability, Problem Solving","Recommendation Engine, Analytics Dashboard, ETL Tool"
7563,"React, Pandas, DSA","Problem Solving, Teamwork, Leadership","Automation Bot, Inventory System, Recommendation Engine"
7564,"Java, Excel, C++","Communication, Adaptability, Time Management","Inventory System, Automation Bot, Attendance Tracker"
7565,"JavaScript, Java, Pandas","Communication, Problem Solving, Teamwork","Recommendation Engine, ETL Tool, Inventory System"
7566,"Node.js, Python, Excel","Problem Solving, Adaptability, Leadership","Placement Portal, Recommendation Engine, Inventory System"
7567,"C++, React, Python","Leadership, Adaptability, Time Management","Recommendation Engine, Chatbot, Data Pipeline"
7568,"AWS, Python, Pandas","Teamwork, Time Management, Adaptability","Inventory System, Data Pipeline, ETL Tool"
7569,"SQL, AWS, Docker","Time Management, Communication, Problem Solving","ETL Tool, Data Pipeline, Chatbot"
7570,"React, Java, Node.js","Leadership, Time Management, Teamwork","Chatbot, ETL Tool, Attendance Tracker"
7571,"Java, Docker, Node.js","Leadership, Communication, Teamwork","Student CRM, ETL Tool, Chatbot"
7572,"React, C++, Excel","Communication, Leadership, Time Management","Recommendation Engine, ETL Tool, Analytics Dashboard"
7573,"Java, AWS, Docker","Teamwork, Leadership, Adaptability","Student CRM, ETL Tool, Attendance Tracker"
7574,"React, Docker, Java","Teamwork, Leadership, Adaptability","Placement Portal, Chatbot, ETL Tool"
7575,"Node.js, DSA, Excel","Adaptability, Teamwork, Time Management","Recommendation Engine, ETL Tool, Inventory System"
7576,"AWS, DSA, Pandas","Teamwork, Time Management, Communication","Chatbot, Data Pipeline, Analytics Dashboard"
7577,"Node.js, Python, JavaScript","Problem Solving, Teamwork, Communication","Analytics Dashboard, Automation Bot, Placement Portal"
7578,"Node.js, React, Excel","Time Management, Communication, Leadership","Chatbot, Analytics Dashboard, Student CRM"
7579,"DSA, Docker, Python","Time Management, Communication, Adaptability","Student CRM, Automation Bot, ETL Tool"
7580,"Python, SQL, Java","Time Management, Leadership, Teamwork","Automation Bot, ETL Tool, Student CRM"
7581,"Docker, DSA, AWS","Adaptability, Communication, Problem Solving","Data Pipeline, Automation Bot, Chatbot"
7582,"JavaScript, Pandas, AWS","Adaptability, Time Management, Problem Solving","Attendance Tracker, Student CRM, Placement Portal"
7583,"Java, JavaScript, DSA","Communication, Teamwork, Problem Solving","Student CRM, Inventory System, Automation Bot"
7584,"JavaScript, Docker, AWS","Time Management, Teamwork, Adaptability","ETL Tool, Data Pipeline, Student CRM"
7585,"Java, Docker, Python","Communication, Time Management, Adaptability","Placement Portal, Inventory System, Chatbot"
7586,"JavaScript, Python, Node.js","Teamwork, Problem Solving, Leadership","Inventory System, Automation Bot, Attendance Tracker"
7587,"C++, DSA, Pandas","Problem Solving, Leadership, Communication","ETL Tool, Data Pipeline, Recommendation Engine"
7588,"Python, Docker, AWS","Leadership, Teamwork, Adaptability","ETL Tool, Student CRM, Data Pipeline"
7589,"Excel, Docker, C++","Communication, Adaptability, Problem Solving","Analytics Dashboard, Chatbot, Inventory System"
7590,"Java, C++, AWS","Communication, Time Management, Teamwork","Inventory System, Attendance Tracker, Data Pipeline"
7591,"JavaScript, C++, AWS","Communication, Problem Solving, Teamwork","Student CRM, ETL Tool, Analytics Dashboard"
7592,"Excel, C++, Python","Problem Solving, Adaptability, Teamwork","Automation Bot, ETL Tool, Chatbot"
7593,"AWS, Excel, Docker","Adaptability, Problem Solving, Communication","Student CRM, Chatbot, Recommendation Engine"
7594,"DSA, AWS, Python","Communication, Time Management, Problem Solving","Data Pipeline, Automation Bot, ETL Tool"
7595,"Node.js, JavaScript, C++","Leadership, Adaptability, Communication","Placement Portal, Student CRM, Analytics Dashboard"
7596,"Pandas, Java, Excel","Communication, Teamwork, Leadership","Recommendation Engine, Student CRM, Chatbot"
7597,"Node.js, JavaScript, Pandas","Communication, Time Management, Leadership","Placement Portal, Analytics Dashboard, Chatbot"
7598,"C++, JavaScript, Node.js","Time Management, Communication, Adaptability","Inventory System, ETL Tool, Recommendation Engine"
7599,"Docker, AWS, C++","Leadership, Problem Solving, Time Management","Placement Portal, Analytics Dashboard, ETL Tool"
7600,"Node.js, Pandas, Python","Teamwork, Adaptability, Leadership","ETL Tool, Inventory System, Attendance Tracker"
7601,"React, C++, Excel","Communication, Time Management, Teamwork","Analytics Dashboard, Chatbot, Recommendation Engine"
7602,"Docker, Java, C++","Communication, Problem Solving, Adaptability","Student CRM, Data Pipeline, ETL Tool"
7603,"Java, React, SQL","Time Management, Leadership, Problem Solving","Data Pipeline, Attendance Tracker, Chatbot"
7604,"React, SQL, Node.js","Time Management, Communication, Adaptability","Analytics Dashboard, Automation Bot, Attendance Tracker"
7605,"JavaScript, AWS, Excel","Teamwork, Problem Solving, Time Management","Placement Portal, ETL Tool, Analytics Dashboard"
7606,"Python, Excel, Node.js","Teamwork, Time Management, Leadership","Attendance Tracker, Inventory System, Analytics Dashboard"
7607,"Excel, React, Pandas","Communication, Problem Solving, Adaptability","Recommendation Engine, Analytics Dashboard, Data Pipeline"
7608,"Node.js, Java, Python","Time Management, Problem Solving, Teamwork","Inventory System, ETL Tool, Analytics Dashboard"
7609,"Python, JavaScript, SQL","Problem Solving, Communication, Adaptability","Data Pipeline, Placement Portal, Attendance Tracker"
7610,"Java, Docker, React","Time Management, Adaptability, Communication","Chatbot, Placement Portal, Data Pipeline"
7611,"JavaScript, DSA, Pandas","Teamwork, Leadership, Time Management","Recommendation Engine, Chatbot, Placement Portal"
